created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,is_external
2020-12-26 20:52:25.444 -0800,CSL_HRCH_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",4016122,7670272,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 12:24:01.660 -0800,CSL_HRCH_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( CSL_KEY, CSL_ID)",3983291,7631872,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-08-03 17:16:41.695 -0700,CSL_HRCH_NODATA,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:06:46.663 -0800,CSL_LONGSLS_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",962944407,6564812288,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:14:37.674 -0800,CSL_LONGSLS_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",965689100,6586387456,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:52:18.895 -0800,CSL_LONGSLS_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",967946896,6601448960,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:03:15.485 -0800,CSL_LONGSLS_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",969567430,6613194240,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:25:06.913 -0800,CSL_LONGSLS_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",967789224,6594992128,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:30:55.813 -0800,CSL_LONGSLS_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",970153614,6616434176,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:14:46.590 -0800,CSL_LONGSLS_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",973129670,6638498816,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:46:37.422 -0800,CSL_LONGSLS_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",978794720,6680899584,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:16:36.020 -0800,CSL_LONGSLS_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",967614105,6606352384,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:31:44.938 -0800,CSL_LONGSLS_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",384423094,2638802432,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 20:07:20.915 -0800,CSL_LONGSLS_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",385862421,2649065984,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:59:46.718 -0800,CSL_LONGSLS_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",388938763,2670836224,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:58:43.617 -0800,CSL_LONGSLS_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",389369328,2676039680,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 03:14:44.262 -0800,CSL_LONGSLS_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",393265653,2705174016,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 20:28:06.102 -0800,CSL_LONGSLS_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",394660680,2714035200,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 13:09:51.289 -0800,CSL_LONGSLS_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",396256160,2725625344,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 22:18:32.415 -0800,CSL_LONGSLS_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",389208250,2671529472,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:57:46.167 -0800,CSL_LONGSLS_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",384874297,2646974976,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:05:05.718 -0800,CSL_MAP_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135437,2096128,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:12:49.153 -0800,CSL_MAP_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135438,2096640,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:50:30.755 -0800,CSL_MAP_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135442,2096640,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:01:29.754 -0800,CSL_MAP_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135234,2096640,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:23:04.061 -0800,CSL_MAP_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134658,2096128,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:28:59.468 -0800,CSL_MAP_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134694,2097152,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:12:38.946 -0800,CSL_MAP_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134638,2082816,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:44:29.612 -0800,CSL_MAP_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134670,2079744,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:14:18.432 -0800,CSL_MAP_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),133614,2097152,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 19:14:16.662 -0800,CSL_MAP_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135437,2096128,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 18:22:55.082 -0800,CSL_MAP_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135438,2099712,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 02:42:24.136 -0800,CSL_MAP_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135442,2100224,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 21:09:27.194 -0800,CSL_MAP_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),135234,2100224,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 01:24:35.959 -0800,CSL_MAP_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134658,2082816,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 18:38:10.028 -0800,CSL_MAP_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134694,2097152,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 11:14:26.241 -0800,CSL_MAP_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134638,2096640,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 20:52:25.723 -0800,CSL_MAP_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),134670,2097152,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 12:24:01.958 -0800,CSL_MAP_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR( CSL_ID),133614,2084352,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-08-03 17:16:47.025 -0700,CSL_MAP_NODATA,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:06:46.143 -0800,CSL_POP_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:14:37.096 -0800,CSL_POP_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:52:18.143 -0800,CSL_POP_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:03:14.921 -0800,CSL_POP_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:25:06.427 -0800,CSL_POP_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:30:55.275 -0800,CSL_POP_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:14:45.927 -0800,CSL_POP_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:46:36.873 -0800,CSL_POP_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:16:35.413 -0800,CSL_POP_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:31:44.396 -0800,CSL_POP_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 20:07:20.282 -0800,CSL_POP_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:59:46.056 -0800,CSL_POP_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:58:42.415 -0800,CSL_POP_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 03:14:43.748 -0800,CSL_POP_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 20:28:05.598 -0800,CSL_POP_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 13:09:50.697 -0800,CSL_POP_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 22:18:31.812 -0800,CSL_POP_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:57:45.558 -0800,CSL_POP_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:06:45.883 -0800,CSL_PRICE_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6259475845,52193728512,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:14:36.732 -0800,CSL_PRICE_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6264402934,52220255232,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:52:17.751 -0800,CSL_PRICE_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6267066059,52239597568,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:03:14.592 -0800,CSL_PRICE_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6269071877,52267378688,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:25:06.135 -0800,CSL_PRICE_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6212401302,51810907648,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:30:55.011 -0800,CSL_PRICE_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6215790033,51835658752,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:14:45.666 -0800,CSL_PRICE_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6221886402,51882431488,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:46:36.528 -0800,CSL_PRICE_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6221706000,51889171968,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:16:35.076 -0800,CSL_PRICE_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",6136758016,51189669888,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:31:44.185 -0800,CSL_PRICE_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2618772682,21950260736,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 20:07:20.010 -0800,CSL_PRICE_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2625004237,21970571264,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:59:45.481 -0800,CSL_PRICE_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2664042290,22307325440,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:58:42.110 -0800,CSL_PRICE_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2674793742,22410806272,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 03:14:43.486 -0800,CSL_PRICE_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2689198159,22578697728,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 20:28:05.328 -0800,CSL_PRICE_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2692888655,22596773376,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 13:09:50.404 -0800,CSL_PRICE_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2698224148,22624654848,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 22:18:31.531 -0800,CSL_PRICE_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2632392783,22054960128,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:57:45.246 -0800,CSL_PRICE_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",2606079791,21825306112,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-08-03 17:20:26.526 -0700,CSL_PRICE_NODATA,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:06:46.397 -0800,CSL_SIGN_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 19:14:37.413 -0800,CSL_SIGN_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:52:18.541 -0800,CSL_SIGN_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:03:15.189 -0800,CSL_SIGN_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 02:25:06.666 -0800,CSL_SIGN_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 19:30:55.527 -0800,CSL_SIGN_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 12:14:46.243 -0800,CSL_SIGN_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 21:46:37.177 -0800,CSL_SIGN_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:16:35.757 -0800,CSL_SIGN_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 20:31:44.643 -0800,CSL_SIGN_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 20:07:20.534 -0800,CSL_SIGN_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 03:59:46.352 -0800,CSL_SIGN_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-28 22:58:42.656 -0800,CSL_SIGN_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 03:14:44.015 -0800,CSL_SIGN_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 20:28:05.865 -0800,CSL_SIGN_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 13:09:50.985 -0800,CSL_SIGN_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-26 22:18:32.101 -0800,CSL_SIGN_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 13:57:45.872 -0800,CSL_SIGN_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR( PRD_ID, POD_ID)",0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-01 03:32:05.466 -0800,CSNLSSYNDPI_PROD_PRD_DIM_FUTURE,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-04 23:41:18.783 -0800,CSNLSSYNDPI_PROD_PRD_DIM_FUTURE_20210102,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-01 03:32:00.156 -0800,CSNLSSYNDPI_PROD_PRD_DIM_NEW_ITEM,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,137060,3133952,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-04 23:41:11.774 -0800,CSNLSSYNDPI_PROD_PRD_DIM_NEW_ITEM_20210102,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,136066,3128320,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-01 03:32:08.429 -0800,CSNLSSYNDPI_PROD_PRD_INTERVAL,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,46490832,919033344,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-04 23:41:23.906 -0800,CSNLSSYNDPI_PROD_PRD_INTERVAL_20210102,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,46136380,912906240,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 00:29:02.561 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201031_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1640356,7428096,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-13 23:07:39.184 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201107_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1673756,7578624,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-20 20:03:57.630 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201114_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1717650,7776256,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-27 21:31:32.116 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201121_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1720455,7788544,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-04 20:11:26.320 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201128_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1740676,7880192,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-11 20:42:49.916 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201205_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1746652,7907328,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-19 00:48:33.369 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201212_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1742170,7886848,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-25 23:48:23.876 -0800,CSODMDRSMRKTBI_MRKT_DYN_MRKT_MAP_20201219_CSTR_BKUP,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,1629670,7380480,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
